"","ï..country","year","sex","age","suicides_no","population","suicides.100k.pop","country.year","HDI.for.year","gdp_for_year....","gdp_per_capita....","generation"
"2351","Japan",2009,"male","5-14 years",34,5914000,0.57,"Japan2009",NA,"5,231,382,674,594",43415,"Generation Z"
"2352","Japan",2009,"female","5-14 years",21,5627000,0.37,"Japan2009",NA,"5,231,382,674,594",43415,"Generation Z"
"2353","Japan",2010,"male","55-74 years",7466,16402437,45.52,"Japan2010",0.884,"5,700,098,114,744",47059,"Silent"
"2354","Japan",2010,"male","35-54 years",7351,17131261,42.91,"Japan2010",0.884,"5,700,098,114,744",47059,"Generation X"
"2355","Japan",2010,"male","75+ years",2188,5345432,40.93,"Japan2010",0.884,"5,700,098,114,744",47059,"Silent"
"2356","Japan",2010,"male","25-34 years",2543,7822984,32.51,"Japan2010",0.884,"5,700,098,114,744",47059,"Generation X"
"2357","Japan",2010,"male","15-24 years",1315,6324856,20.79,"Japan2010",0.884,"5,700,098,114,744",47059,"Millenials"
"2358","Japan",2010,"female","75+ years",1686,8804107,19.15,"Japan2010",0.884,"5,700,098,114,744",47059,"Silent"
"2359","Japan",2010,"female","55-74 years",2879,17525806,16.43,"Japan2010",0.884,"5,700,098,114,744",47059,"Silent"
"2360","Japan",2010,"female","35-54 years",2404,16781836,14.33,"Japan2010",0.884,"5,700,098,114,744",47059,"Generation X"
"2361","Japan",2010,"female","25-34 years",1008,7545642,13.36,"Japan2010",0.884,"5,700,098,114,744",47059,"Generation X"
"2362","Japan",2010,"female","15-24 years",508,6008624,8.45,"Japan2010",0.884,"5,700,098,114,744",47059,"Millenials"
"2363","Japan",2010,"male","5-14 years",42,5855595,0.72,"Japan2010",0.884,"5,700,098,114,744",47059,"Generation Z"
"2364","Japan",2010,"female","5-14 years",21,5578687,0.38,"Japan2010",0.884,"5,700,098,114,744",47059,"Generation Z"
"2365","Latvia",2000,"male","75+ years",37,31135,118.84,"Latvia2000",0.727,"7,937,758,980",3494,"G.I. Generation"
"2366","Latvia",2000,"male","35-54 years",265,306512,86.46,"Latvia2000",0.727,"7,937,758,980",3494,"Boomers"
"2367","Latvia",2000,"male","55-74 years",175,203290,86.08,"Latvia2000",0.727,"7,937,758,980",3494,"Silent"
"2368","Latvia",2000,"male","25-34 years",83,161888,51.27,"Latvia2000",0.727,"7,937,758,980",3494,"Generation X"
"2369","Latvia",2000,"female","75+ years",31,97263,31.87,"Latvia2000",0.727,"7,937,758,980",3494,"G.I. Generation"
"2370","Latvia",2000,"male","15-24 years",53,173170,30.61,"Latvia2000",0.727,"7,937,758,980",3494,"Generation X"
"2371","Latvia",2000,"female","55-74 years",58,307216,18.88,"Latvia2000",0.727,"7,937,758,980",3494,"Silent"
"2372","Latvia",2000,"female","35-54 years",39,339942,11.47,"Latvia2000",0.727,"7,937,758,980",3494,"Boomers"
"2373","Latvia",2000,"female","25-34 years",15,161770,9.27,"Latvia2000",0.727,"7,937,758,980",3494,"Generation X"
"2374","Latvia",2000,"female","15-24 years",8,166955,4.79,"Latvia2000",0.727,"7,937,758,980",3494,"Generation X"
"2375","Latvia",2000,"male","5-14 years",5,164874,3.03,"Latvia2000",0.727,"7,937,758,980",3494,"Millenials"
"2376","Latvia",2000,"female","5-14 years",1,158092,0.63,"Latvia2000",0.727,"7,937,758,980",3494,"Millenials"
"2377","Latvia",2001,"male","55-74 years",165,199825,82.57,"Latvia2001",NA,"8,350,252,966",3724,"Silent"
"2378","Latvia",2001,"male","35-54 years",252,305252,82.55,"Latvia2001",NA,"8,350,252,966",3724,"Boomers"
"2379","Latvia",2001,"male","75+ years",22,31641,69.53,"Latvia2001",NA,"8,350,252,966",3724,"Silent"
"2380","Latvia",2001,"male","25-34 years",85,160466,52.97,"Latvia2001",NA,"8,350,252,966",3724,"Generation X"
"2381","Latvia",2001,"female","75+ years",29,100320,28.91,"Latvia2001",NA,"8,350,252,966",3724,"Silent"
"2382","Latvia",2001,"male","15-24 years",44,173897,25.3,"Latvia2001",NA,"8,350,252,966",3724,"Millenials"
"2383","Latvia",2001,"female","55-74 years",47,300986,15.62,"Latvia2001",NA,"8,350,252,966",3724,"Silent"
"2384","Latvia",2001,"female","35-54 years",42,338359,12.41,"Latvia2001",NA,"8,350,252,966",3724,"Boomers"
"2385","Latvia",2001,"female","25-34 years",13,160340,8.11,"Latvia2001",NA,"8,350,252,966",3724,"Generation X"
"2386","Latvia",2001,"female","15-24 years",6,167768,3.58,"Latvia2001",NA,"8,350,252,966",3724,"Millenials"
"2387","Latvia",2001,"male","5-14 years",3,154873,1.94,"Latvia2001",NA,"8,350,252,966",3724,"Millenials"
"2388","Latvia",2001,"female","5-14 years",0,148500,0,"Latvia2001",NA,"8,350,252,966",3724,"Millenials"
"2389","Latvia",2002,"male","35-54 years",229,303155,75.54,"Latvia2002",NA,"9,546,441,564",4311,"Boomers"
"2390","Latvia",2002,"male","75+ years",24,33070,72.57,"Latvia2002",NA,"9,546,441,564",4311,"Silent"
"2391","Latvia",2002,"male","55-74 years",140,196893,71.1,"Latvia2002",NA,"9,546,441,564",4311,"Silent"
"2392","Latvia",2002,"male","25-34 years",71,158594,44.77,"Latvia2002",NA,"9,546,441,564",4311,"Generation X"
"2393","Latvia",2002,"male","15-24 years",53,175356,30.22,"Latvia2002",NA,"9,546,441,564",4311,"Millenials"
"2394","Latvia",2002,"female","75+ years",26,103384,25.15,"Latvia2002",NA,"9,546,441,564",4311,"Silent"
"2395","Latvia",2002,"female","55-74 years",59,296380,19.91,"Latvia2002",NA,"9,546,441,564",4311,"Silent"
"2396","Latvia",2002,"female","35-54 years",43,336675,12.77,"Latvia2002",NA,"9,546,441,564",4311,"Boomers"
"2397","Latvia",2002,"female","25-34 years",14,158474,8.83,"Latvia2002",NA,"9,546,441,564",4311,"Generation X"
"2398","Latvia",2002,"female","15-24 years",7,169582,4.13,"Latvia2002",NA,"9,546,441,564",4311,"Millenials"
"2399","Latvia",2002,"male","5-14 years",4,144604,2.77,"Latvia2002",NA,"9,546,441,564",4311,"Millenials"
"2400","Latvia",2002,"female","5-14 years",0,138317,0,"Latvia2002",NA,"9,546,441,564",4311,"Millenials"
"2401","Latvia",2003,"male","75+ years",34,35172,96.67,"Latvia2003",NA,"11,748,433,157",5364,"Silent"
"2402","Latvia",2003,"male","35-54 years",204,300736,67.83,"Latvia2003",NA,"11,748,433,157",5364,"Boomers"
"2403","Latvia",2003,"male","55-74 years",125,194721,64.19,"Latvia2003",NA,"11,748,433,157",5364,"Silent"
"2404","Latvia",2003,"male","25-34 years",72,157209,45.8,"Latvia2003",NA,"11,748,433,157",5364,"Generation X"
"2405","Latvia",2003,"male","15-24 years",44,177321,24.81,"Latvia2003",NA,"11,748,433,157",5364,"Millenials"
"2406","Latvia",2003,"female","75+ years",22,106496,20.66,"Latvia2003",NA,"11,748,433,157",5364,"Silent"
"2407","Latvia",2003,"female","55-74 years",41,292959,14,"Latvia2003",NA,"11,748,433,157",5364,"Silent"
"2408","Latvia",2003,"female","35-54 years",35,334360,10.47,"Latvia2003",NA,"11,748,433,157",5364,"Boomers"
"2409","Latvia",2003,"female","25-34 years",14,156812,8.93,"Latvia2003",NA,"11,748,433,157",5364,"Generation X"
"2410","Latvia",2003,"female","15-24 years",9,171186,5.26,"Latvia2003",NA,"11,748,433,157",5364,"Millenials"
"2411","Latvia",2003,"male","5-14 years",3,134548,2.23,"Latvia2003",NA,"11,748,433,157",5364,"Millenials"
"2412","Latvia",2003,"female","5-14 years",1,128691,0.78,"Latvia2003",NA,"11,748,433,157",5364,"Millenials"
"2413","Latvia",2004,"male","75+ years",28,36908,75.86,"Latvia2004",NA,"14,373,269,156",6644,"Silent"
"2414","Latvia",2004,"male","55-74 years",136,193166,70.41,"Latvia2004",NA,"14,373,269,156",6644,"Silent"
"2415","Latvia",2004,"male","35-54 years",191,297946,64.11,"Latvia2004",NA,"14,373,269,156",6644,"Boomers"
"2416","Latvia",2004,"male","25-34 years",60,155780,38.52,"Latvia2004",NA,"14,373,269,156",6644,"Generation X"
"2417","Latvia",2004,"female","75+ years",25,108979,22.94,"Latvia2004",NA,"14,373,269,156",6644,"Silent"
"2418","Latvia",2004,"male","15-24 years",40,178336,22.43,"Latvia2004",NA,"14,373,269,156",6644,"Millenials"
"2419","Latvia",2004,"female","55-74 years",38,290735,13.07,"Latvia2004",NA,"14,373,269,156",6644,"Silent"
"2420","Latvia",2004,"female","25-34 years",13,154752,8.4,"Latvia2004",NA,"14,373,269,156",6644,"Generation X"
"2421","Latvia",2004,"female","35-54 years",23,330282,6.96,"Latvia2004",NA,"14,373,269,156",6644,"Boomers"
"2422","Latvia",2004,"female","15-24 years",7,171538,4.08,"Latvia2004",NA,"14,373,269,156",6644,"Millenials"
"2423","Latvia",2004,"male","5-14 years",2,125144,1.6,"Latvia2004",NA,"14,373,269,156",6644,"Millenials"
"2424","Latvia",2004,"female","5-14 years",0,119911,0,"Latvia2004",NA,"14,373,269,156",6644,"Millenials"
"2425","Latvia",2005,"male","35-54 years",182,295853,61.52,"Latvia2005",0.806,"16,922,504,045",7916,"Boomers"
"2426","Latvia",2005,"male","55-74 years",114,191534,59.52,"Latvia2005",0.806,"16,922,504,045",7916,"Silent"
"2427","Latvia",2005,"male","25-34 years",81,154334,52.48,"Latvia2005",0.806,"16,922,504,045",7916,"Generation X"
"2428","Latvia",2005,"male","75+ years",19,38514,49.33,"Latvia2005",0.806,"16,922,504,045",7916,"Silent"
"2429","Latvia",2005,"female","75+ years",31,111427,27.82,"Latvia2005",0.806,"16,922,504,045",7916,"Silent"
"2430","Latvia",2005,"male","15-24 years",45,178042,25.27,"Latvia2005",0.806,"16,922,504,045",7916,"Millenials"
"2431","Latvia",2005,"female","55-74 years",44,288859,15.23,"Latvia2005",0.806,"16,922,504,045",7916,"Silent"
"2432","Latvia",2005,"female","35-54 years",32,326705,9.79,"Latvia2005",0.806,"16,922,504,045",7916,"Boomers"
"2433","Latvia",2005,"female","15-24 years",6,170913,3.51,"Latvia2005",0.806,"16,922,504,045",7916,"Millenials"
"2434","Latvia",2005,"male","5-14 years",4,117087,3.42,"Latvia2005",0.806,"16,922,504,045",7916,"Millenials"
"2435","Latvia",2005,"female","25-34 years",5,152448,3.28,"Latvia2005",0.806,"16,922,504,045",7916,"Generation X"
"2436","Latvia",2005,"female","5-14 years",1,112115,0.89,"Latvia2005",0.806,"16,922,504,045",7916,"Millenials"
"2437","Latvia",2006,"male","75+ years",28,40228,69.6,"Latvia2006",NA,"21,447,021,570",10139,"Silent"
"2438","Latvia",2006,"male","35-54 years",167,294935,56.62,"Latvia2006",NA,"21,447,021,570",10139,"Boomers"
"2439","Latvia",2006,"male","55-74 years",102,190032,53.68,"Latvia2006",NA,"21,447,021,570",10139,"Silent"
"2440","Latvia",2006,"male","25-34 years",61,153004,39.87,"Latvia2006",NA,"21,447,021,570",10139,"Generation X"
"2441","Latvia",2006,"male","15-24 years",49,176712,27.73,"Latvia2006",NA,"21,447,021,570",10139,"Millenials"
"2442","Latvia",2006,"female","75+ years",22,114051,19.29,"Latvia2006",NA,"21,447,021,570",10139,"Silent"
"2443","Latvia",2006,"female","55-74 years",27,286922,9.41,"Latvia2006",NA,"21,447,021,570",10139,"Silent"
"2444","Latvia",2006,"female","35-54 years",22,324446,6.78,"Latvia2006",NA,"21,447,021,570",10139,"Boomers"
"2445","Latvia",2006,"female","25-34 years",8,149998,5.33,"Latvia2006",NA,"21,447,021,570",10139,"Generation X"
"2446","Latvia",2006,"female","15-24 years",1,169332,0.59,"Latvia2006",NA,"21,447,021,570",10139,"Millenials"
"2447","Latvia",2006,"female","5-14 years",0,105387,0,"Latvia2006",NA,"21,447,021,570",10139,"Millenials"
"2448","Latvia",2006,"male","5-14 years",0,110168,0,"Latvia2006",NA,"21,447,021,570",10139,"Millenials"
"2449","Latvia",2007,"male","75+ years",39,41634,93.67,"Latvia2007",NA,"30,901,399,261",14758,"Silent"
"2450","Latvia",2007,"male","35-54 years",143,294462,48.56,"Latvia2007",NA,"30,901,399,261",14758,"Boomers"
"2451","Latvia",2007,"male","55-74 years",85,188774,45.03,"Latvia2007",NA,"30,901,399,261",14758,"Silent"
"2452","Latvia",2007,"male","25-34 years",58,152449,38.05,"Latvia2007",NA,"30,901,399,261",14758,"Generation X"
"2453","Latvia",2007,"female","75+ years",27,116189,23.24,"Latvia2007",NA,"30,901,399,261",14758,"Silent"
"2454","Latvia",2007,"male","15-24 years",32,174288,18.36,"Latvia2007",NA,"30,901,399,261",14758,"Millenials"
"2455","Latvia",2007,"female","55-74 years",27,285141,9.47,"Latvia2007",NA,"30,901,399,261",14758,"Silent"
"2456","Latvia",2007,"female","35-54 years",26,321956,8.08,"Latvia2007",NA,"30,901,399,261",14758,"Boomers"
"2457","Latvia",2007,"female","25-34 years",7,148231,4.72,"Latvia2007",NA,"30,901,399,261",14758,"Generation X"
"2458","Latvia",2007,"female","15-24 years",6,166758,3.6,"Latvia2007",NA,"30,901,399,261",14758,"Millenials"
"2459","Latvia",2007,"female","5-14 years",2,99706,2.01,"Latvia2007",NA,"30,901,399,261",14758,"Generation Z"
"2460","Latvia",2007,"male","5-14 years",1,104290,0.96,"Latvia2007",NA,"30,901,399,261",14758,"Generation Z"
"2461","Latvia",2008,"male","75+ years",34,42462,80.07,"Latvia2008",NA,"35,596,016,664",17217,"Silent"
"2462","Latvia",2008,"male","55-74 years",118,187587,62.9,"Latvia2008",NA,"35,596,016,664",17217,"Silent"
"2463","Latvia",2008,"male","35-54 years",161,292840,54.98,"Latvia2008",NA,"35,596,016,664",17217,"Boomers"
"2464","Latvia",2008,"male","25-34 years",74,151948,48.7,"Latvia2008",NA,"35,596,016,664",17217,"Generation X"
"2465","Latvia",2008,"male","15-24 years",39,168486,23.15,"Latvia2008",NA,"35,596,016,664",17217,"Millenials"
"2466","Latvia",2008,"female","75+ years",27,117905,22.9,"Latvia2008",NA,"35,596,016,664",17217,"Silent"
"2467","Latvia",2008,"female","55-74 years",32,282972,11.31,"Latvia2008",NA,"35,596,016,664",17217,"Silent"
"2468","Latvia",2008,"female","35-54 years",25,318667,7.85,"Latvia2008",NA,"35,596,016,664",17217,"Boomers"
"2469","Latvia",2008,"female","25-34 years",8,147186,5.44,"Latvia2008",NA,"35,596,016,664",17217,"Generation X"
"2470","Latvia",2008,"female","15-24 years",7,161440,4.34,"Latvia2008",NA,"35,596,016,664",17217,"Millenials"
"2471","Latvia",2008,"female","5-14 years",1,95665,1.05,"Latvia2008",NA,"35,596,016,664",17217,"Generation Z"
"2472","Latvia",2008,"male","5-14 years",1,100371,1,"Latvia2008",NA,"35,596,016,664",17217,"Generation Z"
"2473","Latvia",2009,"male","75+ years",30,42997,69.77,"Latvia2009",NA,"26,169,854,045",12890,"Silent"
"2474","Latvia",2009,"male","55-74 years",114,187062,60.94,"Latvia2009",NA,"26,169,854,045",12890,"Silent"
"2475","Latvia",2009,"male","35-54 years",167,288988,57.79,"Latvia2009",NA,"26,169,854,045",12890,"Boomers"
"2476","Latvia",2009,"male","25-34 years",67,149365,44.86,"Latvia2009",NA,"26,169,854,045",12890,"Generation X"
"2477","Latvia",2009,"male","15-24 years",38,158564,23.97,"Latvia2009",NA,"26,169,854,045",12890,"Millenials"
"2478","Latvia",2009,"female","75+ years",26,119092,21.83,"Latvia2009",NA,"26,169,854,045",12890,"Silent"
"2479","Latvia",2009,"female","55-74 years",30,281813,10.65,"Latvia2009",NA,"26,169,854,045",12890,"Silent"
"2480","Latvia",2009,"female","35-54 years",33,313995,10.51,"Latvia2009",NA,"26,169,854,045",12890,"Boomers"
"2481","Latvia",2009,"female","25-34 years",8,145144,5.51,"Latvia2009",NA,"26,169,854,045",12890,"Generation X"
"2482","Latvia",2009,"female","15-24 years",3,152210,1.97,"Latvia2009",NA,"26,169,854,045",12890,"Millenials"
"2483","Latvia",2009,"female","5-14 years",0,93081,0,"Latvia2009",NA,"26,169,854,045",12890,"Generation Z"
"2484","Latvia",2009,"male","5-14 years",0,98005,0,"Latvia2009",NA,"26,169,854,045",12890,"Generation Z"
"2485","Latvia",2010,"male","75+ years",25,43667,57.25,"Latvia2010",0.811,"23,757,368,290",11951,"Silent"
"2486","Latvia",2010,"male","55-74 years",105,187076,56.13,"Latvia2010",0.811,"23,757,368,290",11951,"Silent"
"2487","Latvia",2010,"male","35-54 years",153,283732,53.92,"Latvia2010",0.811,"23,757,368,290",11951,"Generation X"
"2488","Latvia",2010,"male","25-34 years",59,145331,40.6,"Latvia2010",0.811,"23,757,368,290",11951,"Generation X"
"2489","Latvia",2010,"male","15-24 years",34,147429,23.06,"Latvia2010",0.811,"23,757,368,290",11951,"Millenials"
"2490","Latvia",2010,"female","55-74 years",29,281172,10.31,"Latvia2010",0.811,"23,757,368,290",11951,"Silent"
"2491","Latvia",2010,"female","75+ years",10,120367,8.31,"Latvia2010",0.811,"23,757,368,290",11951,"Silent"
"2492","Latvia",2010,"female","35-54 years",17,308180,5.52,"Latvia2010",0.811,"23,757,368,290",11951,"Generation X"
"2493","Latvia",2010,"female","15-24 years",4,141468,2.83,"Latvia2010",0.811,"23,757,368,290",11951,"Millenials"
"2494","Latvia",2010,"female","25-34 years",2,141714,1.41,"Latvia2010",0.811,"23,757,368,290",11951,"Generation X"
"2495","Latvia",2010,"female","5-14 years",0,91477,0,"Latvia2010",0.811,"23,757,368,290",11951,"Generation Z"
"2496","Latvia",2010,"male","5-14 years",0,96293,0,"Latvia2010",0.811,"23,757,368,290",11951,"Generation Z"
"2497","Lithuania",2000,"male","35-54 years",595,451103,131.9,"Lithuania2000",0.754,"11,539,211,480",3481,"Boomers"
"2498","Lithuania",2000,"male","55-74 years",324,276055,117.37,"Lithuania2000",0.754,"11,539,211,480",3481,"Silent"
"2499","Lithuania",2000,"male","25-34 years",221,249865,88.45,"Lithuania2000",0.754,"11,539,211,480",3481,"Generation X"
"2500","Lithuania",2000,"male","75+ years",40,50557,79.12,"Lithuania2000",0.754,"11,539,211,480",3481,"G.I. Generation"
"2501","Lithuania",2000,"male","15-24 years",131,252489,51.88,"Lithuania2000",0.754,"11,539,211,480",3481,"Generation X"
"2502","Lithuania",2000,"female","75+ years",36,124608,28.89,"Lithuania2000",0.754,"11,539,211,480",3481,"G.I. Generation"
"2503","Lithuania",2000,"female","55-74 years",101,405061,24.93,"Lithuania2000",0.754,"11,539,211,480",3481,"Silent"
"2504","Lithuania",2000,"female","35-54 years",121,493992,24.49,"Lithuania2000",0.754,"11,539,211,480",3481,"Boomers"
"2505","Lithuania",2000,"female","25-34 years",31,252324,12.29,"Lithuania2000",0.754,"11,539,211,480",3481,"Generation X"
"2506","Lithuania",2000,"female","15-24 years",25,245035,10.2,"Lithuania2000",0.754,"11,539,211,480",3481,"Generation X"
"2507","Lithuania",2000,"male","5-14 years",6,262637,2.28,"Lithuania2000",0.754,"11,539,211,480",3481,"Millenials"
"2508","Lithuania",2000,"female","5-14 years",0,251399,0,"Lithuania2000",0.754,"11,539,211,480",3481,"Millenials"
"2509","Lithuania",2001,"male","35-54 years",559,453841,123.17,"Lithuania2001",NA,"12,252,498,921",3719,"Boomers"
"2510","Lithuania",2001,"male","55-74 years",322,276422,116.49,"Lithuania2001",NA,"12,252,498,921",3719,"Silent"
"2511","Lithuania",2001,"male","75+ years",57,51713,110.22,"Lithuania2001",NA,"12,252,498,921",3719,"Silent"
"2512","Lithuania",2001,"male","25-34 years",190,243174,78.13,"Lithuania2001",NA,"12,252,498,921",3719,"Generation X"
"2513","Lithuania",2001,"male","15-24 years",119,253439,46.95,"Lithuania2001",NA,"12,252,498,921",3719,"Millenials"
"2514","Lithuania",2001,"female","75+ years",40,128791,31.06,"Lithuania2001",NA,"12,252,498,921",3719,"Silent"
"2515","Lithuania",2001,"female","35-54 years",113,496684,22.75,"Lithuania2001",NA,"12,252,498,921",3719,"Boomers"
"2516","Lithuania",2001,"female","55-74 years",87,402028,21.64,"Lithuania2001",NA,"12,252,498,921",3719,"Silent"
"2517","Lithuania",2001,"female","25-34 years",19,247712,7.67,"Lithuania2001",NA,"12,252,498,921",3719,"Generation X"
"2518","Lithuania",2001,"female","15-24 years",18,245848,7.32,"Lithuania2001",NA,"12,252,498,921",3719,"Millenials"
"2519","Lithuania",2001,"male","5-14 years",8,252622,3.17,"Lithuania2001",NA,"12,252,498,921",3719,"Millenials"
"2520","Lithuania",2001,"female","5-14 years",1,241864,0.41,"Lithuania2001",NA,"12,252,498,921",3719,"Millenials"
"2521","Lithuania",2002,"male","35-54 years",613,456468,134.29,"Lithuania2002",NA,"14,278,357,284",4360,"Boomers"
"2522","Lithuania",2002,"male","55-74 years",285,275961,103.28,"Lithuania2002",NA,"14,278,357,284",4360,"Silent"
"2523","Lithuania",2002,"male","75+ years",47,54325,86.52,"Lithuania2002",NA,"14,278,357,284",4360,"Silent"
"2524","Lithuania",2002,"male","25-34 years",204,237814,85.78,"Lithuania2002",NA,"14,278,357,284",4360,"Generation X"
"2525","Lithuania",2002,"male","15-24 years",156,255044,61.17,"Lithuania2002",NA,"14,278,357,284",4360,"Millenials"
"2526","Lithuania",2002,"female","75+ years",39,135785,28.72,"Lithuania2002",NA,"14,278,357,284",4360,"Silent"
"2527","Lithuania",2002,"female","55-74 years",85,399066,21.3,"Lithuania2002",NA,"14,278,357,284",4360,"Silent"
